"clinic_name","clinic_addr_line1","clinic_suite","clinic_addr_line2","clinic_city_desc","clinic_state_desc","clinic_zip","county_desc","total_volume_ordered","most_recent_order_date","georeferenced_latitude_longitude","total_pfizer_ordered","total_moderna_ordered","total_janssen_ordered"
"Weis Pharmacy-225","4525 Valley Rd",,,"Enola","PA","17025","Cumberland",,,"POINT (-76.974396 40.289971)",,,
"Sams Club Store #6251","80 TRINITY POINT DR",,,"WASHINGTON","Pennsylvania","15301","Washington",,,"POINT (-80.223426 40.18447)",,,
"FPC-Harrisburg Commerce St Fam Prac Ctr","2850 Commerce Drive","300",,"Harrisburg","Pennsylvania","17110","Dauphin","500","2021-04-13T00:00:00.000","POINT (-76.836167 40.312139)",,,
"VDI-Birdsboro Pharmacy","200 W First Street","Suite 3a",,"Birdsboro","Pennsylvania","19508","Berks","100","2021-04-13T00:00:00.000","POINT (-75.808762 40.263465)",,,
"CVS/pharmacy01270","RR 2 Box 2330",,,"Cresco","Pennsylvania","18326","Monroe",,,,,,
"MARTINS PHARMACY-6012","2032 E PLEASANT VLY BLVD",,,"ALTOONA","PA","16602","Blair",,,"POINT (-78.339635 40.562816)",,,
"RITE AID STORE #01699","9141 RIDGE ROAD",,,"GIRARD","Pennsylvania","16417","Erie",,,"POINT (-80.302684 42.009526)",,,
"CVS/pharmacy01894","12 West Independence Street",,,"Shamokin","Pennsylvania","17872","Northumberland",,,"POINT (-76.557277 40.791052)",,,
"Parvins Pharmacy","30 N Bryn Mawr Avenue",,,"Bryn Mawr","Pennsylvania","19010","Delaware",,,"POINT (-75.317334 40.021684)",,,
"RITE AID STORE #04990","2 KIRBY AVENUE",,,"MOUNTAIN TOP","Pennsylvania","18707","Luzerne",,,"POINT (-75.885829 41.16216)",,,
"Walmart Store #2674","45 WILLIAMSON RD",,,"GREENVILLE","Pennsylvania","16125","Mercer",,,"POINT (-80.359133 41.413329)",,,
"CVS/pharmacy17569","960 Lititz Pike",,,"Lititz","PA","175439328","Lancaster",,,"POINT (-76.304095 40.133251)",,,
"Walmart Store #3633","12751 WASHINGTON TOWNSHIP BLVD",,,"WAYNESBORO","Pennsylvania","17268","Franklin",,,"POINT (-77.528204 39.742583)",,,
"Tops Pharmacy-603","74 Market St.",,,"Warren","Pennsylvania","16365","Warren",,,"POINT (-79.144779 41.84288)",,,
"RITE AID STORE #00213","2715 PARADE STREET",,,"ERIE","Pennsylvania","16504","Erie",,,"POINT (-80.064121 42.113827)",,,
"RITE AID STORE #11021","469 WEST PENN AVENUE",,,"CLEONA","Pennsylvania","17042","Lebanon",,,"POINT (-76.484023 40.335888)",,,
"Weis Pharmacy-31","6901 Westbranch Highway",,,"Lewisburg","PA","17837","Union",,,"POINT (-76.889546 40.974303)",,,
"RITE AID STORE #03602","5675 YORK ROAD",,,"NEW OXFORD","Pennsylvania","17350","Adams",,,"POINT (-77.042363 39.867097)",,,
"Weis Pharmacy-170","1199 Texas Palmyra Hwy Ste N",,,"Honesdale","PA","18431","Wayne",,,"POINT (-75.226484 41.553287)",,,
"VDI-Mainline Pharmacy-Cresson","1207 2ND ST",,,"Cresson","Pennsylvania","16630","Cambria","1000","2021-04-13T00:00:00.000","POINT (-78.591485 40.460137)",,,
"Paoli Pharmacy","1564 East Lancaster Ave",,,"Paoli","Pennsylvania","19301","Chester",,,"POINT (-75.467418 40.042453)",,,
"CWC-Costco Pharmacy 01103","100 Veterans Way",,,"Warminster","Pennsylvania","18974","Bucks",,,"POINT (-75.078638 40.198431)",,,
"VDI-Nickman s Drug 149","1238 National Pike",,,"Hopwood","PA","15445","Fayette",,,"POINT (-79.699587 39.874089)",,,
"CVS/pharmacy01654","1700 N. George St",,,"York","Pennsylvania","17404","York",,,"POINT (-76.735242 39.984408)",,,
"Walmart Store #2252","3722 EASTON NAZARETH HWY",,,"EASTON","Pennsylvania","18045","Northampton",,,"POINT (-75.284508 40.714167)",,,
"RITE AID STORE #03364","1303 SHOEMAKER STREET",,,"NANTY GLO","Pennsylvania","15943","Cambria",,,"POINT (-78.836378 40.467678)",,,
"Walmart Store #2208","1887 ELMIRA ST",,,"SAYRE","Pennsylvania","18840","Bradford",,,"POINT (-76.541277 41.976397)",,,
"GIANT PHARMACY-6065","1360 COLUMBIA AVENUE",,,"LANCASTER","PA","17603","Lancaster",,,"POINT (-76.340701 40.038209)",,,
"RITE AID STORE #10901","351 BRIGHTON AVENUE",,,"ROCHESTER","Pennsylvania","15074","Beaver",,,"POINT (-80.286902 40.702458)",,,
"Weis Pharmacy-95","351 E. High Street",,,"Carlisle","PA","17013","Cumberland",,,"POINT (-77.181947 40.200868)",,,
"Weis Pharmacy-203","6 Millbrook Plaza",,,"Mill Hall","PA","17751","Clinton",,,"POINT (-77.477902 41.117476)",,,
"RITE AID STORE #10926","1222 BROWNSVILLE RD",,,"PITTSBURGH","Pennsylvania","15210","Allegheny",,,"POINT (-79.989946 40.403366)",,,
"Wellspan York Hospital","1001 S .George","Pharmacy",,"York","Pennsylvania","17405","York","5850","2021-04-13T00:00:00.000","POINT (-76.720535 39.946668)",,,
"CVS/pharmacy00813","1034 Second Street Pike",,,"Richboro","Pennsylvania","18954","Bucks",,,"POINT (-75.01048 40.216542)",,,
"DONORA UNION PHARMACY","601 MCKEAN AVE",,,"Donora","Pennsylvania","15033","Washington","100","2021-04-13T00:00:00.000","POINT (-79.856275 40.17804)",,,
"Palmer Pharmacy LLC","738 Little Deer Creek Valley Road",,,"Russellton","Pennsylvania","15076","Allegheny","200","2021-04-13T00:00:00.000","POINT (-79.833802 40.617588)",,,
"Walmart Store #1770","20245 ROUTE 19",,,"CRANBERRY TWP","Pennsylvania","16066","Butler",,,"POINT (-80.102135 40.687751)",,,
"Burick Center for Health and Wellness","2005 Technology Parkway","350",,"Mechanicsburg","Pennsylvania","17050","Cumberland","100","2021-04-13T00:00:00.000","POINT (-76.976706 40.284946)",,,
"AHOLD USA-GIANT PHARMACY-6333","901 S WEST END BOULEVARD",,,"QUAKERTOWN","PA","18951","Bucks",,,"POINT (-75.345596 40.420719)",,,
"Weis Pharmacy-41","1204 Millersville Pike",,,"Lancaster","PA","17603","Lancaster",,,"POINT (-76.326384 40.027676)",,,
"Sav-On Pharmacy #3739","105 E Street Road",,,"Feasterville Trevose","Pennsylvania","19053","Bucks",,,"POINT (-74.998107 40.148147)",,,
"CVS Pharmacy # 7132","3015 Lincoln Highway",,,"Thorndale","Pennsylvania","19372","Chester",,,"POINT (-75.763884 39.993018)",,,
"RITE AID STORE #01709","15 CENTENNIAL WAY",,,"SCOTTDALE","Pennsylvania","15683","Westmoreland",,,"POINT (-79.587061 40.101509)",,,
"VDI-Sloans Norlanco Pharmacy","428 Cloverleaf Road",,,"Elizabethtown","Pennsylvania","17022","Lancaster","100","2021-04-13T00:00:00.000","POINT (-76.563367 40.133692)",,,
"VDI-Skippack Pharmacy","4118 W Skippack Pike",,,"Schwenksville","Pennsylvania","19473","Montgomery","6350","2021-04-13T00:00:00.000","POINT (-75.405269 40.228146)",,,
"CVS/pharmacy01681","120 East Walnut Street, Clinton Plaza",,,"Lock Haven","Pennsylvania","17745","Clinton",,,,,,
"RITE AID STORE #07781","20480 ROUTE 19",,,"CRANBERRY TWP","Pennsylvania","16066","Butler",,,"POINT (-80.104444 40.698746)",,,
"RITE AID STORE #01426","1650 MAIN STREET",,,"OLYPHANT","Pennsylvania","18447","Lackawanna",,,"POINT (-75.607844 41.471113)",,,
"CVS/pharmacy00958","45 Cheltenham Avenue",,,"Cheltenham","Pennsylvania","19012","Montgomery",,,"POINT (-75.117442 40.050473)",,,
"Giant Eagle Pharmacy-482","7 Cottonwood Street",,,"Northern Cambria","Pennsylvania","15714","Cambria",,,"POINT (-78.783068 40.661124)",,,
"RITE AID STORE #04284","3601 WALNUT STREET",,,"HARRISBURG","Pennsylvania","17109","Dauphin",,,"POINT (-76.836931 40.288332)",,,
"CVS/pharmacy16752","200 Butler Commons",,,"Butler","PA","160012482","Butler",,,"POINT (-79.94288 40.876272)",,,
"Weis Pharmacy-175","1112 W Wyomissing Blvd",,,"Reading","Pennsylvania","19609","Berks",,,"POINT (-75.992993 40.314727)",,,
"Weis Pharmacy-156","70 Phoenix Street",,,"Duryea","PA","18642","Luzerne",,,"POINT (-75.773331 41.347607)",,,
"Pepper Pharmacy","195 to 197 East Plumstead Ave",,,"Lansdowne","Pennsylvania","19050","Delaware",,,"POINT (-75.26855 39.95048)",,,
"Medmart Pharmacy","2618 Memorial Blvd Ste A",,,"Connellsville","Pennsylvania","15425","Fayette",,,"POINT (-79.562241 40.058113)",,,
"RITE AID STORE #10888","2302 SHEFFIELD ROAD",,,"ALIQUIPPA","Pennsylvania","15001","Beaver",,,"POINT (-80.281196 40.606506)",,,
"RITE AID STORE #00200","1130 CUMBERLAND STREET",,,"LEBANON","Pennsylvania","17042","Lebanon",,,"POINT (-76.430455 40.338855)",,,
"WELLSPAN EPHRATA COMMUNITY HOSPITAL","PHARMACY DEPARTMENT",,"169 MARTIN AVENUE","EPHRATA","PENNSYLVANIA","17522","Lancaster","1170","2021-04-13T00:00:00.000",,,,
"RITE AID STORE #11082","801 GROW AVENUE",,,"MONTROSE","Pennsylvania","18801","Susquehanna",,,"POINT (-75.863305 41.837626)",,,
"CVS/pharmacy01677","120 E. Market Street",,,"Lewiston","Pennsylvania","17044","Mifflin",,,"POINT (-77.572704 40.598545)",,,
"Waltmire Pharmacy","1435 Spring Garden Ave",,,"Pittsburgh","Pennsylvania","15212","Allegheny",,,"POINT (-79.986847 40.462784)",,,
"RITE AID STORE #04960","2470 BEDFORD STREET",,,"JOHNSTOWN","Pennsylvania","15904","Cambria",,,"POINT (-78.87031 40.294991)",,,
"CVS/pharmacy16602","5125 Jonestown Rd","Suite 331",,"Harrisburg","PA","171122983","Dauphin",,,"POINT (-76.801278 40.311318)",,,
"CVS/pharmacy01324","28 North Claude A Lord Blvd",,,"Pottsville","Pennsylvania","17901","Schuylkill",,,"POINT (-76.193974 40.68656)",,,
"Giant Eagle Pharmacy-4077","3230 Wilmington Road",,,"New Castle","Pennsylvania","16105","Lawrence",,,"POINT (-80.35724 41.053358)",,,
"SLUHN-Monroe","100 St. Lukes Lane",,,"Stroudsburg","Pennsylvania","18360","Monroe","1170","2021-04-13T00:00:00.000","POINT (-75.261786 40.997966)",,,
"North Side Christian Health Center","816 Middle Street",,,"Pittsburgh","Pennsylvania","15212","Allegheny","300","2021-04-13T00:00:00.000","POINT (-79.999614 40.455241)",,,
"CVS/pharmacy01636","123 Gettysburg Pike",,,"Mechanicsburg","Pennsylvania","17055","Cumberland",,,"POINT (-76.987678 40.182261)",,,
"RITE AID STORE #01963","262 CONNELLSVILLE STREET",,,"UNIONTOWN","Pennsylvania","15401","Fayette",,,"POINT (-79.706898 39.900782)",,,
"RITE AID STORE #11076","420 TIOGA WEST PLZ STE 110",,,"TUNKHANNOCK","Pennsylvania","18657","Wyoming",,,"POINT (-75.961678 41.541881)",,,
"St Clair Hospital","St. Clair Hospital","Pharmacy","1000 Bower Hill Rd","Pittsburgh","Pennsylvania","15243","Allegheny","1170","2021-04-13T00:00:00.000",,,,
"Custom Care Pharmacy-Sunbury","439 Market St.",,,"Sunbury","Pennsylvania","17801","Northumberland",,,"POINT (-76.790154 40.86091)",,,
"RITE AID STORE #01021","401-403 SOUTH MAIN STREET",,,"OLD FORGE","Pennsylvania","18518","Lackawanna",,,"POINT (-75.737012 41.368999)",,,
"RITE AID STORE #01376","916 STATE STREET",,,"ERIE","Pennsylvania","16501","Erie",,,"POINT (-80.082963 42.126011)",,,
"Walmart Store #2663","300 WALMART DR",,,"EBENSBURG","Pennsylvania","15931","Cambria",,,"POINT (-78.748673 40.473614)",,,
"RITE AID STORE #11049","200 SOUTH BEST AVENUE",,,"WALNUTPORT","Pennsylvania","18088","Northampton",,,"POINT (-75.593438 40.755874)",,,
"AHOLD USA-GIANT PHARMACY-6485","789 East Main Street",,,"Mount Joy","PA","17552","Lancaster",,,"POINT (-76.484795 40.109335)",,,
"RITE AID STORE #11093","1039 2ND STREET PIKE",,,"RICHBORO","Pennsylvania","18954","Bucks",,,"POINT (-75.010447 40.216976)",,,
"CVS/pharmacy01917","6007 Allentown Blvd, Paxton Square",,,"Harrisburg","Pennsylvania","17112","Dauphin",,,,,,
"Weis Pharmacy-79","331 N. Reading Road",,,"Ephrata","PA","17522","Lancaster",,,"POINT (-76.176401 40.191936)",,,
"RITE AID STORE #10950","568 CASTE VILLAGE",,,"PITTSBURGH","Pennsylvania","15236","Allegheny",,,"POINT (-80.005271 40.365252)",,,
"Partners Pharmacy","3036 Emrick Boulevard",,,"Bethlehem (Part-Northampton)","Pennsylvania","18020","Northampton",,,"POINT (-75.295102 40.664728)",,,
"Means-Lauf Super Drug","265 Allegheny Blvd","1",,"Brookville","Pennsylvania","15825","Jefferson","300","2021-04-13T00:00:00.000","POINT (-79.09835 41.175648)",,,
"VIP Pharmacy","7737 New Falls Rd",,,"Levittown","Pennsylvania","19055","Bucks","300","2021-04-13T00:00:00.000","POINT (-74.847816 40.160519)",,,
"AHOLD USA-GIANT PHARMACY-6243","CEDAR CREST AND TILGHMAN",,,"ALLENTOWN","PA","18104","Lehigh",,,,,,
"VDI-Pleasant Hills Apothecary","25 Gill Hall Rd","Suite 2",,"Clairton","Pennsylvania","15025","Allegheny","1900","2021-04-13T00:00:00.000","POINT (-79.957735 40.321833)",,,
"GIANT PHARMACY-6267","44 NATURAL SPRINGS ROAD",,,"GETTYSBURG","PA","17325","Adams",,,"POINT (-77.20783 39.837958)",,,
"Walmart Store #1640","1665 N ATHERTON ST",,,"STATE COLLEGE","Pennsylvania","16803","Centre",,,"POINT (-77.89679 40.808136)",,,
"GIANT PHARMACY-6262","328 CHURCH STREET",,,"DANVILLE","PA","17821","Montour",,,"POINT (-76.614187 40.961263)",,,
"FPC-Mifflintown Family Practice Center","2813 Industrial Park Road","Suite C",,"Mifflintown","Pennsylvania","17059","Juniata","300","2021-04-13T00:00:00.000","POINT (-77.368467 40.583695)",,,
"VDI-Vine Pharmacy","4375 Red Rock Road",,,"Benton","PA","17814","Columbia","200","2021-04-13T00:00:00.000","POINT (-76.37973 41.203127)",,,
"RITE AID STORE #10988","129 GRAND AVE",,,"MARS","Pennsylvania","16046","Butler",,,"POINT (-80.01036 40.696591)",,,
"RITE AID STORE #07836","1401 W TILGHMAN STREET",,,"ALLENTOWN","Pennsylvania","18102","Lehigh",,,"POINT (-75.491066 40.60779)",,,
"Walmart Store #1765","2028 N CENTER AVE",,,"SOMERSET","Pennsylvania","15501","Somerset",,,"POINT (-79.074557 40.052702)",,,
"RITE AID STORE #11084","148 ENNIS LANE",,,"TOWANDA","Pennsylvania","18848","Bradford",,,,,,
"RITE AID STORE #11106","600 LINCOLN HIGHWAY",,,"FAIRLESS HILLS","Pennsylvania","19030","Bucks",,,"POINT (-74.830452 40.190887)",,,
"RITE AID STORE #01496","508 EAST SECOND STREET",,,"OIL CITY","Pennsylvania","16301","Venango",,,"POINT (-79.705224 41.426891)",,,
"CVS/pharmacy01908","327 Woodlawn Avenue",,,"Bethlehem","Pennsylvania","18018","Lehigh",,,"POINT (-75.368112 40.633299)",,,
"Sav-On Pharmacy #779","1336 Bristol Pike",,"STE 100","Bensalem","Pennsylvania","19020","Bucks",,,"POINT (-74.966018 40.071297)",,,
"Weis Pharmacy-195","365 S. Cedar Crest Blvd",,,"Allentown","PA","18103","Lehigh",,,"POINT (-75.522336 40.582536)",,,
"Weis Pharmacy-29","800 S. 12th Street",,,"Lebanon","Pennsylvania","17042","Lebanon",,,"POINT (-76.428708 40.328124)",,,
"GIANT PHARMACY-6501","850 EAST MAIN STREET",,,"EPHRATA","PA","17522","Lancaster",,,"POINT (-76.157833 40.165002)",,,
"RITE AID STORE #11155","1249 WEST CHESTER PIKE",,,"WEST CHESTER","Pennsylvania","19382","Chester",,,"POINT (-75.556155 39.968044)",,,
"Pharmerica Greensburg","4000 Hempfield Plaza Blvd","966",,"Greensburg","Pennsylvania","15601","Westmoreland",,,"POINT (-79.582096 40.30995)",,,
"UPMC-Presbyterian","G119 Presbyterian",,"200 Lothrop Street","Pittsburgh","Pennsylvania","15213","Allegheny","1170","2021-04-13T00:00:00.000",,,,
"RITE AID STORE #01355","504 MARION LANE",,,"Brodheadsville","Pennsylvania","18322","Monroe",,,"POINT (-75.399825 40.924358)",,,
"CVS/pharmacy01590","823 New Berwick Highway",,,"Bloomsburg","Pennsylvania","17815","Columbia",,,"POINT (-76.441299 41.003334)",,,
"CVS/pharmacy01312","1111 North 9th Street",,,"Stroudsburg","Pennsylvania","18360","Monroe",,,"POINT (-75.218575 40.989073)",,,
"VDI-Mainline Pharmacy Ebensburg","3720 New Germany Road",,,"Ebensburg","Pennsylvania","15931","Cambria","1000","2021-04-13T00:00:00.000","POINT (-78.735743 40.481057)",,,
"RITE AID STORE #10962","575 MORGANTOWN ROAD",,,"UNIONTOWN","Pennsylvania","15401","Fayette",,,"POINT (-79.73588 39.884464)",,,
"CVS/pharmacy02459","305 West Fourth Street",,,"Bethlehem","Pennsylvania","18015","Northampton",,,"POINT (-75.382718 40.610352)",,,
"FPC-Watsontown Family Practice Center","12560 State Route 405",,,"Watsontown","Pennsylvania","17777","Northumberland","100","2021-04-13T00:00:00.000","POINT (-76.876934 41.099849)",,,
"RITE AID STORE #11006","105 WEST MAIN STREET",,,"NORTH EAST","Pennsylvania","16428","Erie",,,"POINT (-79.841387 42.214046)",,,
"RITE AID STORE #00321","455 NORTH 3RD STREET",,,"OXFORD","Pennsylvania","19363","Chester",,,"POINT (-75.976612 39.794964)",,,
"CWC-Costco Pharmacy 00245","201 Allendale Road",,,"King of Prussia","Pennsylvania","19406","Montgomery",,,"POINT (-75.385264 40.091635)",,,
"RITE AID STORE #06742","94 JUNE DRIVE",,,"Roaring Spring","Pennsylvania","16673","Blair",,,"POINT (-78.38953 40.338226)",,,
"GIANT PHARMACY-6471","86 GLOCKER WAY",,,"POTTSTOWN","PA","19465","Chester",,,"POINT (-75.657585 40.208874)",,,
"Giant Eagle Pharmacy-42","206 Seven Fields Blvd",,,"Seven Fields","Pennsylvania","16046","Butler",,,"POINT (-80.057368 40.689247)",,,
"RITE AID STORE #11154","13 EAST GAY STREET",,,"WEST CHESTER","Pennsylvania","19380","Chester",,,"POINT (-75.60478 39.96068)",,,
"Giant Eagle Pharmacy #2455","3220 Leechburg Rd",,,"New Kensington","Pennsylvania","15068","Westmoreland",,,"POINT (-79.709436 40.585342)",,,
"RBJ Enterprises Inc The Med Shoppe 1094","132 West Mahoning Street",,,"Punxsutawney","Pennsylvania","15767","Jefferson",,,"POINT (-78.97215 40.943259)",,,
"CVS/pharmacy01670","615 Locust Street",,,"Columbia","Pennsylvania","17512","Lancaster",,,"POINT (-76.497473 40.035238)",,,
"Weis Pharmacy-51","1471 Martin Street",,,"State College","PA","16803","Centre",,,"POINT (-77.891 40.804368)",,,
"Cornerstone Care-Prim Care Ctr-Mt Morris","120 Locust Ave Ext",,"*","Mount Morris","Pennsylvania","15349","Greene","200","2021-04-13T00:00:00.000","POINT (-80.060817 39.734055)",,,
"Sams Club Store #8191","441 WILKES BARRE TOWNSHIP BLVD",,,"WILKES BARRE","Pennsylvania","18702","Luzerne",,,"POINT (-75.863866 41.236003)",,,
"RITE AID STORE #00756","4606 ADMIRAL PEARY HIGHWAY",,,"EBENSBURG","Pennsylvania","15931","Cambria",,,"POINT (-78.748612 40.472837)",,,
"RITE AID STORE #11034","2600 WILLOW STREET PIKE",,,"WILLOW STREET","Pennsylvania","17584","Lancaster",,,"POINT (-76.27983 39.984716)",,,
"RITE AID STORE #11030","577 SOUTH MAIN STREET",,,"SHREWSBURY","Pennsylvania","17361","York",,,"POINT (-76.677526 39.753211)",,,
"Wegmans Pharmacy #104","500 Montgomery Mall",,,"North Wales","PA","19454","Montgomery",,,"POINT (-75.245355 40.23231)",,,
"Giant Eagle Pharmacy-4237","2067 Interchange Rd",,,"Erie","Pennsylvania","16509","Erie",,,"POINT (-80.101314 42.06465)",,,
"Giant Eagle Pharmacy-94","3113 Green Garden Rd",,,"Aliquippa","Pennsylvania","15001","Beaver",,,"POINT (-80.303341 40.599693)",,,
"Weis Pharmacy-151","Rte 209 & E. Weir Lake Road",,,"Brodheadsville","PA","18322","Monroe",,,"POINT (-75.421756 40.916835)",,,
"Weis Pharmacy-9","305 River Avenue",,,"Williamsport","PA","17701","Lycoming",,,"POINT (-76.981149 41.249741)",,,
"Keystone Internal Medicine","830 5th Ave.","201","Suite 201","Chambersburg","Pennsylvania","17201","Franklin","200","2021-04-13T00:00:00.000","POINT (-77.644983 39.945106)",,,
"Broad Top Area Med Center-Mount Union","95 South Park Street",,,"Mount Union","Pennsylvania","17066","Huntingdon","100","2021-04-13T00:00:00.000","POINT (-77.880361 40.381921)",,,
"CVS/pharmacy17379","1200 Baltimore Pike",,,"Springfield","PA","190642701","Delaware",,,"POINT (-75.349462 39.913567)",,,
"INNOVATIVE PHARMACY","2014 FORD ROAD",,,"Bristol","Pennsylvania","19007","Bucks",,,"POINT (-74.895828 40.117369)",,,
"CVS/pharmacy04152","5600 Wilkens Ave",,,"Pittsburgh","Pennsylvania","15217","Allegheny",,,"POINT (-79.927649 40.444057)",,,
"GIANT PHARMACY-6442","116 WEST TOWNSHIP LINE RD",,,"HAVERTOWN","PA","19083","Delaware",,,"POINT (-75.296082 39.967758)",,,
"Walmart Store #1884","900 COMMERCE BLVD",,,"Scranton","Pennsylvania","18519","Lackawanna",,,"POINT (-75.641601 41.463589)",,,
"Giant Eagle Pharmacy-37","5 Quaker Village S.C.",,,"Leetsdale","Pennsylvania","15056","Allegheny",,,,,,
"RITE AID STORE #10906","5235 LIBRARY ROAD",,,"BETHEL PARK","Pennsylvania","15102","Allegheny",,,"POINT (-80.022954 40.331945)",,,
"Giant Eagle Pharmacy-2414","510 East Pitt St.",,,"Bedford","Pennsylvania","15522","Bedford",,,"POINT (-78.495077 40.019327)",,,
"Walmart Store #1739","30 TRINITY POINT DR",,,"WASHINGTON","Pennsylvania","15301","Washington",,,"POINT (-80.223591 40.182766)",,,
"Giant Eagle Pharmacy-80","40 White St",,,"Brookville","Pennsylvania","15825","Jefferson",,,"POINT (-79.08416 41.159774)",,,
"RITE AID STORE #00923","1860 BROWNSVILLE ROAD",,,"TREVOSE","Pennsylvania","19053","Bucks",,,"POINT (-74.973284 40.153351)",,,
"EAST NORRITON PHARMACY","215 W GERMANTOWN PIKE",,,"East Norriton","Pennsylvania","19401","Montgomery","2170","2021-04-13T00:00:00.000","POINT (-75.323482 40.146344)",,,
"CVS/Pharmacy 10825","2400 Butler Pike",,,"Plymouth Meeting","Pennsylvania","19462","Montgomery",,,"POINT (-75.272638 40.109063)",,,
"RITE AID STORE #11151","1395 EAST BOOT ROAD",,,"WEST CHESTER","Pennsylvania","19380","Chester",,,"POINT (-75.567639 39.997706)",,,
"CWC-Costco Pharmacy 01211","791 N Krocks Road",,,"Allentown","Pennsylvania","18106","Lehigh",,,"POINT (-75.563762 40.564717)",,,
"CVS Pharmacy #3142","119 East Baltimore Avenue",,,"Lansdowne","Pennsylvania","19050","Delaware",,,"POINT (-75.266152 39.939357)",,,
"Walmart Store #2263","233 SHOEMAKER RD",,,"POTTSTOWN","Pennsylvania","19464","Montgomery",,,"POINT (-75.664826 40.255266)",,,
"Hyndman Area Health Center","144 5th Avenue",,"PO Box 706","Hyndman","Pennsylvania","15545","Bedford","500","2021-04-13T00:00:00.000","POINT (-78.716932 39.817234)",,,
"RITE AID STORE #03443","6039 NATIONAL PIKE",,,"GRINDSTONE","Pennsylvania","15442","Fayette",,,"POINT (-79.866897 40.007205)",,,
