"store_name","address_1","city","county","state","zip_code","vaccine","date","doses","georeferenced_latitude_longitude"
"Rite Aid Store #04684","825a East Chestnut Street","Lancaster","Lancaster","PA","17602","Moderna","2021-02-22T00:00:00.000","100","POINT (-76.2889 40.04295)"
"Rite Aid Store #00995","237 East Lancaster Avenue","Wayne","Delaware","PA","19087","Moderna","2021-02-22T00:00:00.000","100","POINT (-75.382506 40.043761)"
"Weis Markets Inc","695 North Courtland St","East Stroudsburg","Monroe","PA","18301","Moderna","2021-02-22T00:00:00.000","100","POINT (-75.182512 41.017894)"
"Giant Eagle Inc.","Giant Eagle Pharmacy #2414","Bedford","Bedford","PA","15522","Moderna","2021-02-22T00:00:00.000","100",
"Rite Aid Store #01398","1 East High Street","Union City","Erie","PA","16438","Moderna","2021-02-22T00:00:00.000","100","POINT (-79.845023 41.899611)"
"Giant Eagle Inc.","Giant Eagle Pharmacy #0014","Bethel Park","Allegheny","PA","15102","Moderna","2021-02-22T00:00:00.000","100",
"Weis Markets Inc","30 Primrose Lane","East Berlin","Adams","PA","17316","Moderna","2021-02-22T00:00:00.000","100","POINT (-76.979607 39.924961)"
"Rite Aid Store #00793","1927 Atherton Street","State College","Centre","PA","16801","Moderna","2021-02-22T00:00:00.000","100","POINT (-77.832123 40.78498)"
"Rite Aid Store #00208","15 South Main Street","Shenandoah","Schuylkill","PA","17976","Moderna","2021-02-22T00:00:00.000","100","POINT (-76.201201 40.820351)"
"Rite Aid Store #00517","40-42 West Market Street","York","York","PA","17401","Moderna","2021-02-22T00:00:00.000","100","POINT (-76.729119 39.962032)"
"Rite Aid Store #00721","304 Market Street","Harrisburg","Dauphin","PA","17101","Moderna","2021-02-22T00:00:00.000","100","POINT (-76.880585 40.260952)"
"Rite Aid Store #11101","705 W Lancaster Avenue","Bryn Mawr","Montgomery","PA","19010","Moderna","2021-02-22T00:00:00.000","100","POINT (-75.313972 40.019339)"
"Rite Aid Store #01355","1707 Route 209","Brodheadsville","Monroe","PA","18322","Pfizer","2021-02-22T00:00:00.000","1170","POINT (-75.397446 40.923403)"
"Rite Aid Store #10962","575 Morgantown Road","Uniontown","Fayette","PA","15401","Moderna","2021-02-22T00:00:00.000","100","POINT (-79.73588 39.884464)"
"Rite Aid Store #02480","847 Midland Avenue","Midland","Beaver","PA","15059","Moderna","2021-02-22T00:00:00.000","100","POINT (-80.451864 40.636099)"
"Rite Aid Store #00233","9365 William Penn Highway","Huntingdon","Huntingdon","PA","16652","Moderna","2021-02-22T00:00:00.000","100","POINT (-78.022113 40.483053)"
"Rite Aid Store #01450","601 Delaware Avenue","Palmerton","Carbon","PA","18071","Moderna","2021-02-22T00:00:00.000","100","POINT (-75.601388 40.805111)"
"Rite Aid Store #03443","6039 National Pike","Grindstone","Fayette","PA","15442","Moderna","2021-02-22T00:00:00.000","100","POINT (-79.866897 40.007205)"
"Weis Markets Inc","719 Route 522","Selinsgrove","Snyder","PA","17870","Moderna","2021-02-22T00:00:00.000","100","POINT (-76.864729 40.810178)"
"Giant Eagle Inc.","Giant Eagle Pharmacy #0066","Beaver Falls","Beaver","PA","15010","Moderna","2021-02-22T00:00:00.000","100",
"Rite Aid Store #01566","327 North Chester Pike","Glenolden","Delaware","PA","19036","Moderna","2021-02-22T00:00:00.000","100","POINT (-75.283769 39.903185)"
"Giant Eagle Inc.","Giant Eagle Pharmacy #0470","Ebensburg","Cambria","PA","15931","Moderna","2021-02-22T00:00:00.000","100",
"Cvs Store #10045","2239 Perkiomen Ave.","Reading","Berks","PA","19606","Pfizer","2021-02-22T00:00:00.000","1170","POINT (-75.892787 40.327858)"
"Giant Eagle Inc.","Giant Eagle Pharmacy #4035","Edinboro","Erie","PA","16412","Moderna","2021-02-22T00:00:00.000","100",
"Rite Aid Store #00229","1184 Texas Palmyra Highway","Honesdale","Wayne","PA","18431","Moderna","2021-02-22T00:00:00.000","100","POINT (-75.224928 41.553747)"
"Weis Markets Inc","2020 N 13th Street","Reading","Berks","PA","19604","Moderna","2021-02-22T00:00:00.000","100","POINT (-75.911435 40.365723)"
"Weis Markets Inc","170 Buckaroo Lane","Bellefonte","Centre","PA","16823","Moderna","2021-02-22T00:00:00.000","100","POINT (-77.73781 40.913508)"
"Rite Aid Store #01800","4551 Milford Road","East Stroudsburg","Monroe","PA","18302","Moderna","2021-02-22T00:00:00.000","100","POINT (-75.111024 41.049263)"
"Rite Aid Store #10914","1700 Pine Hollow Road","Mc Kees Rocks","Allegheny","PA","15136","Moderna","2021-02-22T00:00:00.000","100","POINT (-80.096788 40.475305)"
"Rite Aid Store #10954","1125 Freeport Road","Pittsburgh","Allegheny","PA","15238","Moderna","2021-02-22T00:00:00.000","100","POINT (-79.882101 40.487654)"
"Rite Aid Store #01662","980 East Main Street","Palmyra","Lebanon","PA","17078","Moderna","2021-02-22T00:00:00.000","100","POINT (-76.581228 40.31453)"
"Giant Eagle Inc.","Giant Eagle Pharmacy #4008","Slippery Rock","Butler","PA","16057","Moderna","2021-02-22T00:00:00.000","100",
"Rite Aid Store #10888","2302 Sheffield Road","Aliquippa","Beaver","PA","15001","Moderna","2021-02-22T00:00:00.000","100","POINT (-80.281196 40.606506)"
"Rite Aid Store #02769","100 Franklin Street","Mercer","Mercer","PA","16137","Moderna","2021-02-22T00:00:00.000","100","POINT (-80.239815 41.230397)"
"The Golub Corporation","1025 Pennsylvania Avenue","Matamoras","Pike","PA","18336","Moderna","2021-02-22T00:00:00.000","100","POINT (-74.708804 41.360913)"
"Rite Aid Store #00291","345 West Broad Street","Quakertown","Bucks","PA","18951","Moderna","2021-02-22T00:00:00.000","100","POINT (-75.338009 40.4415)"
"Rite Aid Store #11104","1650 Limekiln Pike","Dresher","Montgomery","PA","19025","Moderna","2021-02-22T00:00:00.000","100","POINT (-75.168404 40.144584)"
"Wegmans Food Markets Inc.","3791 Easton-nazareth Highway","Easton","North Hampton","PA","18045","Moderna","2021-02-22T00:00:00.000","100","POINT (-75.286558 40.715629)"
"Rite Aid Store #07880","277 Dekalb Pike","North Wales","Montgomery","PA","19454","Pfizer","2021-02-22T00:00:00.000","1170","POINT (-75.24882 40.222873)"
"Rite Aid Store #11021","469 West Penn Avenue","Cleona","Lebanon","PA","17042","Moderna","2021-02-22T00:00:00.000","100","POINT (-76.484023 40.335888)"
"Rite Aid Store #02017","762 East Johnson Highway","Norristown","Montgomery","PA","19401","Moderna","2021-02-22T00:00:00.000","100","POINT (-75.317783 40.125455)"
"Rite Aid Store #04293","5 Friendly Drive","Duncannon","Perry","PA","17020","Moderna","2021-02-22T00:00:00.000","100","POINT (-77.043773 40.390841)"
"Rite Aid Store #10909","1710 Mount Royal Blvd.","Glenshaw","Allegheny","PA","15116","Pfizer","2021-02-22T00:00:00.000","1170","POINT (-79.9629 40.52582)"
"Rite Aid Store #02433","813 Third Avenue","New Brighton","Beaver","PA","15066","Moderna","2021-02-22T00:00:00.000","100","POINT (-80.313854 40.734676)"
"Wakefern Food Corp","942 West Street Road","Warminster","Bucks","PA","18974","Moderna","2021-02-22T00:00:00.000","100","POINT (-75.107549 40.211168)"
"Wegmans Food Markets Inc.","1056 E. Lancaster Ave","Downingtown","Chester","PA","19335","Moderna","2021-02-22T00:00:00.000","100","POINT (-75.678286 40.018406)"
"Rite Aid Store #11097","642 Easton Road","Warrington","Bucks","PA","18976","Moderna","2021-02-22T00:00:00.000","100","POINT (-75.138823 40.229421)"
"Rite Aid Store #01758","113 East Baltimore Avenue","Clifton Heights","Delaware","PA","19018","Moderna","2021-02-22T00:00:00.000","100","POINT (-75.295147 39.930044)"
"The Golub Corporation","245 Wilkesbarre Twp Blvd","Wilkes Barre","Luzerne","PA","18702","Moderna","2021-02-22T00:00:00.000","100","POINT (-75.861619 41.240627)"
"Rite Aid Store #10958","1396 West Chestnut St.","Washington","Washington","PA","15301","Moderna","2021-02-22T00:00:00.000","100","POINT (-80.273725 40.164758)"
"Giant Eagle Inc.","Giant Eagle Pharmacy #2421","Ligonier","Westmoreland","PA","15658","Moderna","2021-02-22T00:00:00.000","100",
"Walmart Sponsored Off-site Vaccine Clinic","Church of the Open Door East Campus","York","York","PA","17402","Pfizer","2021-02-22T00:00:00.000","1170",
"Rite Aid Store #01494","1120 Philadelphia Avenue","Northern Cambria","Cambria","PA","15714","Moderna","2021-02-22T00:00:00.000","100","POINT (-78.78155 40.663348)"
"Rite Aid Store #00274","1700 Murray Avenue","Pittsburgh","Allegheny","PA","15217","Pfizer","2021-02-22T00:00:00.000","1170","POINT (-79.922983 40.437837)"
"Rite Aid Store #06738","1201 Blair St","Hollidaysburg","Blair","PA","16648","Moderna","2021-02-22T00:00:00.000","100","POINT (-78.38275 40.430435)"
"Weis Markets Inc","1056 Wayne Avenue","Chambersburg","Franklin","PA","17201","Moderna","2021-02-22T00:00:00.000","100","POINT (-77.651329 39.911898)"
"Rite Aid Store #11034","2600 N Willow Street Pike","Willow Street","Lancaster","PA","17584","Moderna","2021-02-22T00:00:00.000","100","POINT (-76.27983 39.984716)"
"Rite Aid Store #03400","420 North 3rd Street","Womelsdorf","Berks","PA","19567","Moderna","2021-02-22T00:00:00.000","100","POINT (-76.188756 40.371154)"
"Weis Markets Inc","5360 Lincoln Highway Ste 2","Gap","Lancaster","PA","17527","Moderna","2021-02-22T00:00:00.000","100","POINT (-76.017773 39.991633)"
"Giant Eagle Inc.","Giant Eagle Pharmacy #0038","Pittsburgh","Allegheny","PA","15217","Moderna","2021-02-22T00:00:00.000","100",
"Rite Aid Store #11158","160 North Gulph Road Ste1088","King of Prussia","Montgomery","PA","19406","Moderna","2021-02-22T00:00:00.000","100","POINT (-75.391771 40.085626)"
"Rite Aid Store #11166","1140 Town Square Rd","Pottstown","Chester","PA","19465","Moderna","2021-02-22T00:00:00.000","100","POINT (-75.65891 40.223475)"
"Rite Aid Store #01406","521 North Fraley Street","Kane","Mckean","PA","16735","Moderna","2021-02-22T00:00:00.000","100","POINT (-78.813299 41.669394)"
"Rite Aid Store #11045","601 South 25th Street","Easton","Northampton","PA","18045","Moderna","2021-02-22T00:00:00.000","100","POINT (-75.247875 40.681455)"
"Rite Aid Store #01320","640 Montgomery Avenue","Narberth","Montgomery","PA","19072","Moderna","2021-02-22T00:00:00.000","100","POINT (-75.254365 40.009294)"
"Rite Aid Store #11119","644 West Lancaster Ave.","Wayne","Delaware","PA","19087","Moderna","2021-02-22T00:00:00.000","100","POINT (-75.40486 40.045894)"
"Rite Aid Store #11025","65 Newberry Parkway","Etters","York","PA","17319","Moderna","2021-02-22T00:00:00.000","100","POINT (-76.805528 40.159826)"
"Giant Eagle Inc.","Giant Eagle Pharmacy #6386","New Castle","Lawrence","PA","16101","Moderna","2021-02-22T00:00:00.000","100",
"Rite Aid Store #00321","455 North 3rd Street","Oxford","Chester","PA","19363","Moderna","2021-02-22T00:00:00.000","100","POINT (-75.976612 39.794964)"
"Giant Eagle Inc.","Giant Eagle Pharmacy #0024","Bridgeville","Allegheny","PA","15017","Moderna","2021-02-22T00:00:00.000","100",
"Rite Aid Store #11015","821 East Bishop Street","Bellefonte","Centre","PA","16823","Moderna","2021-02-22T00:00:00.000","100","POINT (-77.76299 40.913783)"
"Giant Eagle Sponsored Off-site Vaccine Clinic","Giant Eagle Pharmacy Store #0042","Seven Fields","Butler","PA","16046","Pfizer","2021-02-22T00:00:00.000","1170",
"Giant Eagle Inc.","Giant Eagle Pharmacy #0471","Indiana","Indiana","PA","15701","Moderna","2021-02-22T00:00:00.000","100",
"Weis Markets Inc","2065 Springwood Rd","York","York","PA","17403","Moderna","2021-02-22T00:00:00.000","100","POINT (-76.690631 39.938258)"
"Rite Aid Store #10919","4534 Broadway Blvd.","Monroeville","Allegheny","PA","15146","Moderna","2021-02-22T00:00:00.000","100","POINT (-79.76592 40.389886)"
"Rite Aid Store #04284","3601 Walnut Street","Harrisburg","Dauphin","PA","17109","Moderna","2021-02-22T00:00:00.000","100","POINT (-76.836931 40.288332)"
"Weis Markets Inc","140 Continental Blvd","Danville","Montour","PA","17821","Moderna","2021-02-22T00:00:00.000","100",
"Giant Eagle Inc.","Giant Eagle Pharmacy #4237","Erie","Erie","PA","16509","Moderna","2021-02-22T00:00:00.000","100",
"Rite Aid Store #10891","843 Rostraver Road","Belle Vernon","Westmoreland","PA","15012","Moderna","2021-02-22T00:00:00.000","100","POINT (-79.842985 40.13649)"
"Weis Markets Inc","2100 County Line Road","Huntingdon Valley","Montgomery","PA","19006","Moderna","2021-02-22T00:00:00.000","100","POINT (-75.071308 40.17095)"
"Rite Aid Store #00856","762 Chester Pike","Prospect Park","Delaware","PA","19076","Moderna","2021-02-22T00:00:00.000","100","POINT (-75.305219 39.88297)"
"Weis Markets Inc","2600 Willow St Pike North","Willow Street","Lancaster","PA","17584","Moderna","2021-02-22T00:00:00.000","100","POINT (-76.27983 39.984716)"
"Rite Aid Store #01922","315 West Fourth Street","Quarryville","Lancaster","PA","17566","Moderna","2021-02-22T00:00:00.000","100","POINT (-76.169588 39.893979)"
"Rite Aid Store #01894","2901 Carlisle Road","Dover","York","PA","17315","Moderna","2021-02-22T00:00:00.000","100","POINT (-76.814625 39.981991)"
"Rite Aid Store #11038","2411 Columbia Blvd","Bloomsburg","Columbia","PA","17815","Moderna","2021-02-22T00:00:00.000","100","POINT (-76.413712 41.011202)"
"Rite Aid Store #10988","129 Grand Avenue, Po Box 1228","Mars","Butler","PA","16046","Moderna","2021-02-22T00:00:00.000","100","POINT (-80.01036 40.696591)"
"Giant Eagle Inc.","Giant Eagle Pharmacy #0084","Dubois","Clearfield","PA","15801","Moderna","2021-02-22T00:00:00.000","100",
"Giant Eagle Inc.","Giant Eagle Pharmacy #1481","Franklin","Venego","PA","16323","Moderna","2021-02-22T00:00:00.000","100",
"Rite Aid Store #00218","5 East Main Street","Nanticoke","Luzerne","PA","18634","Moderna","2021-02-22T00:00:00.000","100","POINT (-76.004896 41.205219)"
"Rite Aid Store #01780","1516 Jefferson Avenue","Windber","Somerset","PA","15963","Moderna","2021-02-22T00:00:00.000","100","POINT (-78.831401 40.233993)"
"Rite Aid Store #11117","1500 Garrett Road","Upper Darby","Delaware","PA","19082","Moderna","2021-02-22T00:00:00.000","100","POINT (-75.274425 39.955048)"
"Weis Markets Inc","3011 William Penn Hwy","Easton","Northampton","PA","18045","Moderna","2021-02-22T00:00:00.000","100","POINT (-75.261101 40.676903)"
"Rite Aid Store #11023","300 South Fayette Street","Shippensburg","Franklin","PA","17257","Moderna","2021-02-22T00:00:00.000","100","POINT (-77.520251 40.044218)"
"The Golub Corporation","1228 O Neill Highway","Dunmore","Lackawanna","PA","18512","Moderna","2021-02-22T00:00:00.000","100","POINT (-75.619328 41.436146)"
"Giant Eagle Inc.","Giant Eagle Pharmacy #0008","New Kensington","Westmoreland","PA","15068","Moderna","2021-02-22T00:00:00.000","100",
"Weis Markets Inc","800 S 12th Street","Lebanon","Lebanon","PA","17042","Moderna","2021-02-22T00:00:00.000","100","POINT (-76.428708 40.328124)"
"Rite Aid Store #01495","101 East Shirley Street","Mount Union","Huntingdon","PA","17066","Moderna","2021-02-22T00:00:00.000","100","POINT (-77.879633 40.382688)"
"Weis Markets Inc","431 Dublin Pike","Perkasie","Bucks","PA","18944","Moderna","2021-02-22T00:00:00.000","100","POINT (-75.252067 40.402447)"
"Giant Eagle Inc.","Giant Eagle Pharmacy #0015","North Versailles","Allegheny","PA","15137","Moderna","2021-02-22T00:00:00.000","100",
"Cvs Store #1918","840 Wayne Avenue","Chambersburg","Franklin","PA","17201","Pfizer","2021-02-22T00:00:00.000","1170","POINT (-77.654819 39.916022)"
"Giant Eagle Inc.","Giant Eagle Pharmacy #4038","Erie","Erie","PA","16510","Moderna","2021-02-22T00:00:00.000","100",
"Giant Eagle Inc.","Giant Eagle Pharmacy #0093","Brentwood","Allegheny","PA","15227","Moderna","2021-02-22T00:00:00.000","100",
"Rite Aid Store #00992","320 East Lincoln Highway","Coatesville","Chester","PA","19320","Moderna","2021-02-22T00:00:00.000","100","POINT (-75.819277 39.983816)"
"Rite Aid Store #11062","3382 Route 940","Mount Pocono","Monroe","PA","18344","Moderna","2021-02-22T00:00:00.000","100","POINT (-75.361168 41.126096)"
"Rite Aid Store #01448","412 Broadway Street","Coraopolis","Allegheny","PA","15108","Moderna","2021-02-22T00:00:00.000","100","POINT (-80.161093 40.516553)"
"Rite Aid Store #01668","707 Sharon New Castle Road","Farrell","Mercer","PA","16121","Moderna","2021-02-22T00:00:00.000","100","POINT (-80.479439 41.212281)"
"Giant Eagle Inc.","Giant Eagle Pharmacy #2413","Jeannette","Westmoreland","PA","15644","Moderna","2021-02-22T00:00:00.000","100",
"Rite Aid Store #10899","3200 Oregon Drive","Lower Burrell","Westmoreland","PA","15068","Moderna","2021-02-22T00:00:00.000","100","POINT (-79.701507 40.584638)"
"Rite Aid Store #11116","3599 West Chester Pike","Newtown Square","Delaware","PA","19073","Moderna","2021-02-22T00:00:00.000","100","POINT (-75.398606 39.986648)"
"Weis Markets Inc","4525 Valley Road","Enola","Cumberland","PA","17025","Moderna","2021-02-22T00:00:00.000","100","POINT (-76.974396 40.289971)"
"Rite Aid Store #00213","2715 Parade Street","Erie","Erie","PA","16504","Moderna","2021-02-22T00:00:00.000","100","POINT (-80.064121 42.113827)"
"Rite Aid Store #00696","15 West Centre Street","Mahanoy City","Schuylkill","PA","17948","Moderna","2021-02-22T00:00:00.000","100","POINT (-76.14186 40.812696)"
"Rite Aid Store #10990","31 North Jefferson Street","New Castle","Lawrence","PA","16101","Moderna","2021-02-22T00:00:00.000","100","POINT (-80.347202 41.000438)"
"Rite Aid Store #07861","3145 Main Street","Morgantown","Berks","PA","19543","Moderna","2021-02-22T00:00:00.000","100","POINT (-75.890344 40.15519)"
"Rite Aid Store #11100","244 Commerce Circle","Bristol","Bucks","PA","19007","Moderna","2021-02-22T00:00:00.000","100","POINT (-74.871301 40.102748)"
"Wegmans Food Markets Inc.","3900 Tilghman Street","Allentown","Lehigh","PA","18104","Moderna","2021-02-22T00:00:00.000","100",
"Rite Aid Store #07886","115 Leader Heights Road","York","York","PA","17403","Pfizer","2021-02-22T00:00:00.000","1170","POINT (-76.705955 39.909965)"
"Tops Markets Llc and Tops Pt Llc","1702 E 38th St","Erie","Erie","PA","16510","Moderna","2021-02-22T00:00:00.000","100","POINT (-80.030109 42.115741)"
"Rite Aid Store #11040","2269 Schoenersville Road","Bethlehem","Lehigh","PA","18017","Moderna","2021-02-22T00:00:00.000","100","POINT (-75.401073 40.641138)"
"Rite Aid Store #11018","429 South Hanover Street","Carlisle","Cumberland","PA","17013","Moderna","2021-02-22T00:00:00.000","100","POINT (-77.190062 40.195233)"
"Weis Markets Inc","3236 Route 940 Suite 116","Mt Pocono","Monroe","PA","18344","Moderna","2021-02-22T00:00:00.000","100","POINT (-75.374456 41.12204)"
"Giant Eagle Inc.","Giant Eagle Pharmacy #2491","Gibsonia","Allegheny","PA","15044","Moderna","2021-02-22T00:00:00.000","100",
"Weis Markets Inc","2160 White Street","York","York","PA","17404","Moderna","2021-02-22T00:00:00.000","200","POINT (-76.770086 39.963143)"
